Date,Product ID,Units Sold,Price,Revenue,Store ID,Stock Level,Restock_Date,Warehouse/Store ID,AvgPrice,Cost,demand_lag_1,demand_lag_7,demand_lag_30,rolling_demand_7,rolling_demand_30,volatility_7,volatility_30,inventory_ratio,days_until_stockout,low_stock,overstock
2023-01-25,P0005,165,71.72,11833.8,S005,1699,04-02-2022,S005,58.20862745098039,33.49,165.0,217.0,64.0,174.14285714285714,171.7,36.36128239134061,57.82622600337237,9.756357670221494,9.756357670221494,0,1
2023-01-26,P0005,165,71.72,11833.8,S005,1403,03-02-2022,S005,58.20862745098039,36.12,165.0,200.0,64.0,169.14285714285714,175.06666666666666,34.57565893046944,54.16382132226161,8.294763513513514,8.294763513513514,0,1
2023-01-27,P0005,165,71.72,11833.8,S005,3999,02-02-2022,S005,58.20862745098039,33.38,165.0,217.0,64.0,161.71428571428572,178.43333333333334,27.426959278017986,50.00116090606318,24.728798586572438,24.728798586572438,0,1
2023-01-28,P0005,165,71.72,11833.8,S005,1502,01-02-2022,S005,58.20862745098039,27.79,165.0,200.0,64.0,156.71428571428572,181.8,21.921939434534316,45.200244125065474,9.584320875113947,9.584320875113947,0,1
2023-01-29,P0005,165,71.72,11833.8,S005,1034,31-01-2022,S005,58.20862745098039,28.71,165.0,107.0,64.0,165.0,185.16666666666663,0.0,39.529197705801806,6.266666666666667,6.266666666666667,0,1
2023-01-30,P0005,148,11.43,1691.64,S004,3214,31-01-2022,S004,58.20862745098039,28.19,165.0,165.0,27.0,162.57142857142858,189.2,6.42539604115385,27.03178206073936,19.76977152899824,19.76977152899824,0,1
2023-01-31,P0005,107,35.32,3779.24,S002,2515,31-01-2022,S002,58.20862745098039,31.25,148.0,165.0,165.0,154.28571428571428,187.26666666666668,21.792309696421,30.653720405729597,16.300925925925927,16.300925925925927,0,1
2023-02-01,P0005,107,35.32,3779.24,S002,2597,02-02-2022,S002,58.20862745098039,27.91,107.0,165.0,165.0,146.0,185.33333333333331,27.35568192045845,33.77647960804445,17.78767123287671,17.78767123287671,0,1
2023-02-02,P0005,107,35.32,3779.24,S002,1608,03-02-2022,S002,58.20862745098039,39.96,107.0,165.0,200.0,137.71428571428572,182.2333333333333,29.352537004003494,36.53876857798304,11.676348547717842,11.676348547717842,0,1
2023-02-03,P0005,107,35.32,3779.24,S002,2415,04-02-2022,S002,58.20862745098039,24.29,107.0,165.0,200.0,129.42857142857142,179.13333333333333,28.541531977436243,38.851382022490114,18.658940397350996,18.658940397350996,0,1
2023-02-04,P0005,107,35.32,3779.24,S002,1537,05-02-2022,S002,58.20862745098039,37.92,107.0,165.0,200.0,121.14285714285714,176.03333333333333,24.64703208250763,40.79087400753809,12.6875,12.6875,0,1
2023-02-05,P0005,107,35.32,3779.24,S002,1559,06-02-2022,S002,58.20862745098039,34.08,107.0,165.0,200.0,112.85714285714286,172.93333333333334,15.496543393377404,42.408468033159785,13.813924050632911,13.813924050632911,0,1
2023-02-06,P0005,107,35.32,3779.24,S002,3896,07-02-2022,S002,58.20862745098039,33.32,107.0,148.0,200.0,107.0,169.83333333333334,0.0,43.73989209999876,36.41121495327103,36.41121495327103,0,1
2023-02-07,P0005,107,35.32,3779.24,S002,4294,08-02-2022,S002,58.20862745098039,32.67,107.0,107.0,200.0,107.0,166.73333333333332,0.0,44.81066170342549,40.13084112149533,40.13084112149533,0,1
2023-02-08,P0005,107,35.32,3779.24,S002,1791,01-02-2022,S002,58.20862745098039,27.26,107.0,107.0,200.0,107.0,163.63333333333333,0.0,45.63912669034613,16.738317757009344,16.738317757009344,0,1
2023-02-09,P0005,271,73.61,19948.31,S003,3518,05-02-2022,S003,58.20862745098039,34.08,107.0,107.0,200.0,130.42857142857142,166.0,61.98617357351301,49.28523595113057,26.972617743702084,26.972617743702084,0,1
2023-02-10,P0005,21,92.86,1950.06,S005,1515,06-02-2022,S005,58.20862745098039,39.51,271.0,107.0,200.0,118.14285714285714,160.03333333333333,74.6356227982065,55.47381074129405,12.823458282950424,12.823458282950424,0,1
2023-02-11,P0005,271,73.61,19948.31,S003,4491,07-02-2022,S003,58.20862745098039,27.34,21.0,107.0,217.0,141.57142857142858,161.83333333333334,93.82760280226182,58.19532113751794,31.722502522704335,31.722502522704335,0,1
2023-02-12,P0005,211,10.83,2285.13,S005,1034,31-01-2022,S005,58.20862745098039,28.71,271.0,107.0,217.0,156.42857142857142,161.63333333333333,95.65712578938214,58.00920458075551,6.6100456621004575,6.6100456621004575,0,1
2023-02-13,P0005,325,97.95,31833.75,S003,2843,03-02-2022,S003,58.20862745098039,30.24,211.0,107.0,217.0,187.57142857142856,165.23333333333332,111.11984092689748,64.54652603346287,15.156892612338158,15.156892612338158,0,1
2023-02-14,P0005,108,80.61,8705.88,S004,4387,09-02-2022,S004,58.20862745098039,28.32,325.0,107.0,217.0,187.7142857142857,161.6,110.99957099874176,64.5998825663499,23.370624048706244,23.370624048706244,0,1
2023-02-15,P0005,108,80.61,8705.88,S004,1510,08-02-2022,S004,58.20862745098039,30.28,108.0,107.0,217.0,187.8571428571429,157.96666666666667,110.87895588046818,64.44162465755917,8.038022813688212,8.038022813688212,0,1
2023-02-16,P0005,108,80.61,8705.88,S004,4261,07-02-2022,S004,58.20862745098039,23.87,108.0,271.0,217.0,164.57142857142858,154.33333333333334,107.57455886168287,64.07018421814563,25.891493055555554,25.891493055555554,0,1
2023-02-17,P0005,108,80.61,8705.88,S004,4325,06-02-2022,S004,58.20862745098039,25.06,108.0,21.0,217.0,177.0,150.7,92.14119599831533,63.48181928166783,24.43502824858757,24.43502824858757,0,1
2023-02-18,P0005,108,80.61,8705.88,S004,2715,05-02-2022,S004,58.20862745098039,29.41,108.0,271.0,200.0,153.71428571428572,147.63333333333333,84.72448344627459,63.23981904341336,17.66263940520446,17.66263940520446,0,1
2023-02-19,P0005,36,10.06,362.16,S002,1202,09-02-2022,S002,58.20862745098039,30.71,108.0,211.0,217.0,128.71428571428572,141.6,90.61772138258276,65.00323599371926,9.338512763596004,9.338512763596004,0,1
2023-02-20,P0005,108,80.61,8705.88,S004,4583,04-02-2022,S004,58.20862745098039,40.09,36.0,325.0,200.0,97.71428571428572,138.53333333333333,27.213442056663908,64.31964001729183,46.90204678362573,46.90204678362573,0,1
2023-02-21,P0005,108,80.61,8705.88,S004,4898,02-02-2022,S004,58.20862745098039,38.6,108.0,108.0,107.0,97.71428571428572,138.56666666666666,27.213442056663908,64.30299147507574,50.12573099415204,50.12573099415204,0,1
2023-02-22,P0005,108,80.61,8705.88,S004,4104,01-02-2022,S004,58.20862745098039,24.86,108.0,108.0,165.0,97.71428571428572,136.66666666666666,27.213442056663908,64.33711501004748,42.0,42.0,0,1
2023-02-23,P0005,108,80.61,8705.88,S004,3214,31-01-2022,S004,58.20862745098039,28.19,108.0,108.0,165.0,97.71428571428572,134.76666666666668,27.213442056663908,64.31317950055998,32.89181286549707,32.89181286549707,0,1
2023-02-24,P0005,313,29.74,9308.62,S002,2515,31-01-2022,S002,58.20862745098039,31.25,108.0,108.0,165.0,127.0,139.7,86.29600222490014,71.93682573308132,19.80314960629921,19.80314960629921,0,1
2023-02-25,P0005,313,29.74,9308.62,S002,1791,01-02-2022,S002,58.20862745098039,27.26,313.0,108.0,165.0,156.28571428571428,144.63333333333333,110.23719016392816,78.50652656081319,11.459780621572213,11.459780621572213,0,1
2023-02-26,P0005,313,29.74,9308.62,S002,2597,02-02-2022,S002,58.20862745098039,27.91,313.0,36.0,165.0,195.8571428571429,149.56666666666666,109.5771091840938,84.26914325983809,13.259664478482858,13.259664478482858,0,1
2023-02-27,P0005,313,29.74,9308.62,S002,1608,03-02-2022,S002,58.20862745098039,39.96,313.0,108.0,165.0,225.14285714285717,154.5,109.57710918409376,89.38091673205226,7.142131979695431,7.142131979695431,0,1
2023-02-28,P0005,108,80.61,8705.88,S004,1623,03-02-2022,S004,58.20862745098039,39.72,313.0,108.0,165.0,225.14285714285717,152.6,109.57710918409376,89.75506901447457,7.208756345177664,7.208756345177664,0,1
2023-03-01,P0005,36,10.06,362.16,S002,4294,08-02-2022,S002,58.20862745098039,32.67,108.0,108.0,148.0,214.8571428571429,148.86666666666667,124.73629326359992,92.2476925543896,19.985372340425528,19.985372340425528,0,1
2023-03-02,P0005,36,10.06,362.16,S002,3896,07-02-2022,S002,58.20862745098039,33.32,36.0,108.0,107.0,204.57142857142856,146.5,137.34731782705356,94.24793055443229,19.044692737430168,19.044692737430168,0,1
2023-03-03,P0005,36,10.06,362.16,S002,1559,06-02-2022,S002,58.20862745098039,34.08,36.0,313.0,107.0,165.0,144.13333333333333,140.7622108379943,96.14634439348109,9.44848484848485,9.44848484848485,0,1
2023-03-04,P0005,211,10.83,2285.13,S005,1502,01-02-2022,S005,58.20862745098039,27.79,36.0,313.0,107.0,150.42857142857142,147.6,127.54719014657157,96.63496904009077,9.984805318138653,9.984805318138653,0,1
2023-03-05,P0005,200,81.72,16344.0,S004,4387,09-02-2022,S004,58.20862745098039,28.32,211.0,313.0,107.0,134.28571428571428,150.7,109.4024897427144,96.7792190574986,32.66914893617022,32.66914893617022,0,1
2023-03-06,P0005,200,81.72,16344.0,S004,1510,08-02-2022,S004,58.20862745098039,30.28,200.0,313.0,107.0,118.14285714285714,153.8,84.03259004979057,96.8206304604479,12.781136638452237,12.781136638452237,0,1
2023-03-07,P0005,200,81.72,16344.0,S004,4261,07-02-2022,S004,58.20862745098039,23.87,200.0,108.0,107.0,131.28571428571428,156.9,89.21643026131116,96.75933528873188,32.45593035908597,32.45593035908597,0,1
2023-03-08,P0005,200,81.72,16344.0,S004,4325,06-02-2022,S004,58.20862745098039,25.06,200.0,36.0,107.0,154.71428571428572,160.0,81.19670413203188,96.59513802285892,27.954755309325947,27.954755309325947,0,1
2023-03-09,P0005,200,81.72,16344.0,S004,2715,05-02-2022,S004,58.20862745098039,29.41,200.0,36.0,107.0,178.14285714285714,163.1,62.813025643381856,96.32751245190757,15.240577385725743,15.240577385725743,0,1
2023-03-10,P0005,200,81.72,16344.0,S004,4583,04-02-2022,S004,58.20862745098039,40.09,200.0,36.0,107.0,201.57142857142856,166.2,4.157609203095503,95.95559317762024,22.736357193479805,22.736357193479805,0,1
2023-03-11,P0005,200,81.72,16344.0,S004,1623,03-02-2022,S004,58.20862745098039,39.72,200.0,211.0,271.0,200.0,163.83333333333334,0.0,94.14005828929912,8.115,8.115,0,1
2023-03-12,P0005,200,81.72,16344.0,S004,4898,02-02-2022,S004,58.20862745098039,38.6,200.0,200.0,21.0,200.0,169.8,0.0,90.3721806447247,24.49,24.49,0,1
2023-03-13,P0005,200,81.72,16344.0,S004,4104,01-02-2022,S004,58.20862745098039,24.86,200.0,200.0,271.0,200.0,167.43333333333334,0.0,88.54170392156075,20.52,20.52,0,1
2023-03-14,P0005,200,81.72,16344.0,S004,3214,31-01-2022,S004,58.20862745098039,28.19,200.0,200.0,211.0,200.0,167.06666666666666,0.0,88.37769001254794,16.07,16.07,0,1
2023-03-15,P0005,36,10.06,362.16,S002,2515,31-01-2022,S002,58.20862745098039,31.25,200.0,200.0,325.0,176.57142857142858,157.43333333333334,61.98617357351291,86.29527630550626,14.243527508090613,14.243527508090613,0,1
2023-03-16,P0005,36,10.06,362.16,S002,1791,01-02-2022,S002,58.20862745098039,27.26,36.0,200.0,108.0,153.14285714285714,155.03333333333333,80.02380598177947,88.6856063947763,11.694962686567164,11.694962686567164,0,1
2023-03-17,P0005,36,10.06,362.16,S002,2597,02-02-2022,S002,58.20862745098039,27.91,36.0,200.0,108.0,129.71428571428572,152.63333333333333,87.661687347275,90.94768611237669,20.020925110132158,20.020925110132158,0,1
2023-03-18,P0005,36,10.06,362.16,S002,1608,03-02-2022,S002,58.20862745098039,39.96,36.0,200.0,108.0,106.28571428571428,150.23333333333332,87.66168734727502,93.090865262937,15.129032258064518,15.129032258064518,0,1
2023-03-19,P0005,271,73.61,19948.31,S003,3744,06-02-2022,S003,58.20862745098039,25.37,36.0,200.0,108.0,116.42857142857144,155.66666666666666,103.06609067787043,95.2721449805524,32.15705521472392,32.15705521472392,0,1
2023-03-20,P0005,36,10.06,362.16,S002,1537,05-02-2022,S002,58.20862745098039,37.92,271.0,200.0,108.0,93.0,153.26666666666668,99.48031631098335,97.3974910578697,16.526881720430108,16.526881720430108,0,1
2023-03-21,P0005,313,29.74,9308.62,S002,2415,04-02-2022,S002,58.20862745098039,24.29,36.0,200.0,36.0,109.14285714285714,162.5,125.50222915872646,99.01367025088868,22.126963350785342,22.126963350785342,0,1
2023-03-22,P0005,313,29.74,9308.62,S002,1537,05-02-2022,S002,58.20862745098039,37.92,313.0,36.0,108.0,148.71428571428572,169.33333333333334,141.27480818805378,102.14706549140676,10.335254562920268,10.335254562920268,0,1
2023-03-23,P0005,313,29.74,9308.62,S002,1559,06-02-2022,S002,58.20862745098039,34.08,313.0,36.0,108.0,188.28571428571428,176.16666666666666,143.2221052371853,104.7269300851384,8.279969650986343,8.279969650986343,0,1
2023-03-24,P0005,313,29.74,9308.62,S002,3896,07-02-2022,S002,58.20862745098039,33.32,313.0,36.0,108.0,227.8571428571429,183.0,131.95760502452848,106.7933873711612,17.098432601880877,17.098432601880877,0,1
2023-03-25,P0005,148,11.43,1691.64,S004,1623,03-02-2022,S004,58.20862745098039,39.72,313.0,36.0,108.0,243.8571428571429,184.33333333333331,109.7366978596622,106.07197729756945,6.655536028119507,6.655536028119507,0,1
2023-03-26,P0005,4,60.89,243.56,S004,4387,09-02-2022,S004,58.20862745098039,28.32,148.0,271.0,313.0,205.7142857142857,174.03333333333333,140.75003171783436,108.1297060632892,21.325694444444448,21.325694444444448,0,1
2023-03-27,P0005,4,60.89,243.56,S004,1510,08-02-2022,S004,58.20862745098039,30.28,4.0,36.0,313.0,201.14285714285717,163.73333333333332,147.5369203187555,109.14809090005387,7.507102272727272,7.507102272727272,0,1
2023-03-28,P0005,4,60.89,243.56,S004,4261,07-02-2022,S004,58.20862745098039,23.87,4.0,313.0,313.0,157.0,153.43333333333334,154.550962468695,109.15622570057738,27.14012738853503,27.14012738853503,0,1
2023-03-29,P0005,4,60.89,243.56,S004,4325,06-02-2022,S004,58.20862745098039,25.06,4.0,313.0,313.0,112.85714285714286,143.13333333333333,146.4859817769019,108.15433842218356,38.32278481012658,38.32278481012658,0,1
2023-03-30,P0005,4,60.89,243.56,S004,2715,05-02-2022,S004,58.20862745098039,29.41,4.0,313.0,108.0,68.71428571428571,139.66666666666666,120.34771052484308,110.949921394615,39.511434511434516,39.511434511434516,0,1
2023-03-31,P0005,4,60.89,243.56,S004,4583,04-02-2022,S004,58.20862745098039,40.09,4.0,313.0,36.0,24.571428571428573,138.6,54.42688411332882,112.12849771579027,186.5174418604651,186.5174418604651,0,1
2023-04-01,P0005,4,60.89,243.56,S004,1623,03-02-2022,S004,58.20862745098039,39.72,4.0,148.0,36.0,4.0,137.53333333333333,0.0,113.28442487623887,405.75,405.75,0,1
2023-04-02,P0005,4,60.89,243.56,S004,4898,02-02-2022,S004,58.20862745098039,38.6,4.0,4.0,36.0,4.0,136.46666666666667,0.0,114.41838932659356,1224.5,1224.5,0,1
2023-04-03,P0005,4,60.89,243.56,S004,4104,01-02-2022,S004,58.20862745098039,24.86,4.0,4.0,211.0,4.0,129.56666666666666,0.0,115.99931133366717,1026.0,1026.0,0,1
2023-04-04,P0005,4,60.89,243.56,S004,3214,31-01-2022,S004,58.20862745098039,28.19,4.0,4.0,200.0,4.0,123.03333333333332,0.0,117.4065977507324,803.5,803.5,0,1
2023-04-05,P0005,148,11.43,1691.64,S004,4898,02-02-2022,S004,58.20862745098039,38.6,4.0,4.0,200.0,24.571428571428573,121.3,54.42688411332882,116.61228124829312,199.33720930232556,199.33720930232556,0,1
2023-04-06,P0005,325,97.95,31833.75,S003,3703,09-02-2022,S003,58.20862745098039,26.89,148.0,4.0,200.0,70.42857142857143,125.46666666666668,124.42381490006528,121.64582091928362,52.57809330628803,52.57809330628803,0,1
2023-04-07,P0005,325,97.95,31833.75,S003,2676,08-02-2022,S003,58.20862745098039,25.88,325.0,4.0,200.0,116.28571428571428,129.63333333333333,151.96569161679687,126.33711970791455,23.012285012285012,23.012285012285012,0,1
2023-04-08,P0005,325,97.95,31833.75,S003,4491,07-02-2022,S003,58.20862745098039,27.34,325.0,4.0,200.0,162.14285714285714,133.8,160.6211158507586,130.72302912963565,27.697797356828193,27.697797356828193,0,1
2023-04-09,P0005,325,97.95,31833.75,S003,3744,06-02-2022,S003,58.20862745098039,25.37,325.0,4.0,200.0,208.0,137.96666666666667,153.6164053739051,134.83335393489742,18.0,18.0,0,1
2023-04-10,P0005,325,97.95,31833.75,S003,3518,05-02-2022,S003,58.20862745098039,34.08,325.0,4.0,200.0,253.8571428571429,142.13333333333333,128.41395117798837,138.69259815004253,13.858187957231287,13.858187957231287,0,1
2023-04-11,P0005,148,11.43,1691.64,S004,4583,04-02-2022,S004,58.20862745098039,40.09,325.0,4.0,200.0,274.42857142857144,140.4,86.3671564559447,138.2687537944204,16.700156168662154,16.700156168662154,0,1
2023-04-12,P0005,211,10.83,2285.13,S005,3999,02-02-2022,S005,58.20862745098039,33.38,148.0,148.0,200.0,283.42857142857144,140.76666666666668,73.28905589708211,138.44672405766354,14.109375,14.109375,0,1
2023-04-13,P0005,148,11.43,1691.64,S004,2715,05-02-2022,S004,58.20862745098039,29.41,211.0,325.0,200.0,258.1428571428572,139.03333333333333,85.98920197991595,138.00436857986207,10.517432208079686,10.517432208079686,0,1
2023-04-14,P0005,148,11.43,1691.64,S004,4261,07-02-2022,S004,58.20862745098039,23.87,148.0,325.0,36.0,232.8571428571429,142.76666666666668,89.02327143585991,136.62904304099783,18.298773006134965,18.298773006134965,0,1
2023-04-15,P0005,313,29.74,9308.62,S002,4294,08-02-2022,S002,58.20862745098039,32.67,148.0,325.0,36.0,231.14285714285717,152.0,87.04678544979586,138.5117945930212,18.577255871446226,18.577255871446226,0,1
2023-04-16,P0005,313,29.74,9308.62,S002,1202,09-02-2022,S002,58.20862745098039,30.71,313.0,325.0,36.0,229.42857142857144,161.23333333333332,84.98403211360149,139.73958127428546,5.239103362391034,5.239103362391034,0,1
2023-04-17,P0005,325,97.95,31833.75,S003,4547,31-01-2022,S003,58.20862745098039,27.8,313.0,325.0,36.0,229.42857142857144,170.86666666666667,84.98403211360149,140.76630997148607,19.818804483188043,19.818804483188043,0,1
2023-04-18,P0005,325,97.95,31833.75,S003,4134,01-02-2022,S003,58.20862745098039,28.26,325.0,148.0,271.0,254.7142857142857,172.66666666666666,83.0275341592857,142.42634716868957,16.22994952327538,16.22994952327538,0,1
2023-04-19,P0005,325,97.95,31833.75,S003,2400,02-02-2022,S003,58.20862745098039,23.55,325.0,211.0,36.0,271.0,182.3,84.19619943916659,142.63726601127914,8.85608856088561,8.85608856088561,0,1
2023-04-20,P0005,248,15.86,3933.28,S003,4547,31-01-2022,S003,58.20862745098039,27.8,325.0,148.0,313.0,285.2857142857143,180.13333333333333,66.46481346224738,141.06851681640947,15.938407611417126,15.938407611417126,0,1
2023-04-21,P0005,248,15.86,3933.28,S003,4134,01-02-2022,S003,58.20862745098039,28.26,248.0,148.0,313.0,299.57142857142856,177.96666666666667,35.63639124479757,139.44730393490093,13.799713876967097,13.799713876967097,0,1
2023-04-22,P0005,248,15.86,3933.28,S003,2400,02-02-2022,S003,58.20862745098039,23.55,248.0,313.0,313.0,290.2857142857143,175.8,39.78154633207886,137.7717752987364,8.26771653543307,8.26771653543307,0,1
2023-04-23,P0005,248,15.86,3933.28,S003,2843,03-02-2022,S003,58.20862745098039,30.24,248.0,313.0,313.0,281.0,173.63333333333333,41.158231254512295,136.03992399123214,10.117437722419929,10.117437722419929,0,1
2023-04-24,P0005,248,15.86,3933.28,S003,2799,04-02-2022,S003,58.20862745098039,37.48,248.0,325.0,148.0,270.0,176.96666666666667,37.57215280851743,136.61410118899934,10.366666666666667,10.366666666666667,0,1
2023-04-25,P0005,248,15.86,3933.28,S003,3518,05-02-2022,S003,58.20862745098039,34.08,248.0,325.0,4.0,259.0,185.1,29.103264421709152,133.18158462324516,13.583011583011583,13.583011583011583,0,1
2023-04-26,P0005,248,15.86,3933.28,S003,3744,06-02-2022,S003,58.20862745098039,25.37,248.0,325.0,4.0,248.0,193.2333333333333,0.0,129.12936131656107,15.096774193548388,15.096774193548388,0,1
2023-04-27,P0005,248,15.86,3933.28,S003,4491,07-02-2022,S003,58.20862745098039,27.34,248.0,248.0,4.0,248.0,201.36666666666667,0.0,124.39688524023124,18.108870967741936,18.108870967741936,0,1
2023-04-28,P0005,248,15.86,3933.28,S003,2676,08-02-2022,S003,58.20862745098039,25.88,248.0,248.0,4.0,248.0,209.5,0.0,118.90295956410606,10.790322580645162,10.790322580645162,0,1
2023-04-29,P0005,248,15.86,3933.28,S003,3703,09-02-2022,S003,58.20862745098039,26.89,248.0,248.0,4.0,248.0,217.63333333333333,0.0,112.5361193613834,14.931451612903226,14.931451612903226,0,1
2023-04-30,P0005,148,11.43,1691.64,S004,4387,09-02-2022,S004,58.20862745098039,28.32,248.0,248.0,4.0,233.7142857142857,222.4333333333333,37.79644730092183,105.99046259413878,18.77078239608802,18.77078239608802,0,1
2023-05-01,P0005,148,11.43,1691.64,S004,1510,08-02-2022,S004,58.20862745098039,30.28,148.0,248.0,4.0,219.42857142857144,227.2333333333333,48.79500364742603,98.77200613231612,6.881510416666666,6.881510416666666,0,1
2023-05-02,P0005,148,11.43,1691.64,S004,4325,06-02-2022,S004,58.20862745098039,25.06,148.0,248.0,4.0,205.14285714285717,232.03333333333333,53.45224838248436,90.72029135958398,21.082869080779943,21.082869080779943,0,1
2023-05-03,P0005,211,10.83,2285.13,S005,1403,03-02-2022,S005,58.20862745098039,36.12,148.0,248.0,4.0,199.8571428571429,238.9333333333333,50.24084849146961,80.01936547220745,7.02001429592566,7.02001429592566,0,1
2023-05-04,P0005,36,10.06,362.16,S002,2415,04-02-2022,S002,58.20862745098039,24.29,211.0,248.0,4.0,169.57142857142858,240.0,74.4487679388921,76.9334687940798,14.241786015164278,14.241786015164278,0,1
2023-05-05,P0005,211,10.83,2285.13,S005,3931,05-02-2022,S005,58.20862745098039,34.34,36.0,248.0,148.0,164.28571428571428,242.1,69.07173634638647,75.17535821503357,23.92782608695652,23.92782608695652,0,1
2023-05-06,P0005,282,38.56,10873.92,S003,4491,07-02-2022,S003,58.20862745098039,27.34,211.0,248.0,325.0,169.14285714285714,240.66666666666663,76.71251217245779,73.94001918299456,26.55152027027027,26.55152027027027,0,1
2023-05-07,P0005,282,38.56,10873.92,S003,3744,06-02-2022,S003,58.20862745098039,25.37,282.0,148.0,325.0,188.28571428571428,239.2333333333333,86.63470106470837,72.65444113123401,19.884673748103186,19.884673748103186,0,1
2023-05-08,P0005,282,38.56,10873.92,S003,3518,05-02-2022,S003,58.20862745098039,34.08,282.0,148.0,325.0,207.42857142857144,237.8,90.946609141219,71.31590720652476,16.96005509641873,16.96005509641873,0,1
2023-05-09,P0005,282,38.56,10873.92,S003,2799,04-02-2022,S003,58.20862745098039,37.48,282.0,148.0,325.0,226.57142857142856,236.36666666666667,90.45414518391246,69.92137620624116,12.353720050441362,12.353720050441362,0,1
2023-05-10,P0005,282,38.56,10873.92,S003,2843,03-02-2022,S003,58.20862745098039,30.24,282.0,211.0,325.0,236.7142857142857,234.9333333333333,92.37733178962984,68.46742660380278,12.010259505129753,12.010259505129753,0,1
2023-05-11,P0005,211,10.83,2285.13,S005,1699,04-02-2022,S005,58.20862745098039,33.49,282.0,36.0,148.0,261.7142857142857,237.03333333333333,34.64445258967166,66.65116773860407,6.491812227074235,6.491812227074235,0,1
2023-05-12,P0005,131,60.88,7975.28,S005,1034,31-01-2022,S005,58.20862745098039,28.71,211.0,211.0,211.0,250.28571428571428,234.36666666666667,58.88042766407765,69.27729554595008,4.1312785388127855,4.1312785388127855,0,1
2023-05-13,P0005,131,60.88,7975.28,S005,1502,01-02-2022,S005,58.20862745098039,27.79,131.0,282.0,148.0,228.7142857142857,233.8,71.60939017967331,70.07306531584454,6.567145534041225,6.567145534041225,0,1
2023-05-14,P0005,131,60.88,7975.28,S005,3999,02-02-2022,S005,58.20862745098039,33.38,131.0,282.0,148.0,207.14285714285717,233.2333333333333,75.51915556428581,70.85521095544226,19.30551724137931,19.30551724137931,0,1
2023-05-15,P0005,131,60.88,7975.28,S005,1403,03-02-2022,S005,58.20862745098039,36.12,131.0,282.0,313.0,185.57142857142856,227.16666666666663,72.05982963912003,71.57782517980873,7.560431100846806,7.560431100846806,0,1
2023-05-16,P0005,131,60.88,7975.28,S005,1699,04-02-2022,S005,58.20862745098039,33.49,131.0,282.0,313.0,164.0,221.1,59.96943666012961,71.76462965114162,10.359756097560975,10.359756097560975,0,1
2023-05-17,P0005,282,38.56,10873.92,S003,2676,08-02-2022,S003,58.20862745098039,25.88,131.0,282.0,325.0,164.0,219.66666666666663,59.96943666012961,70.02626764950091,16.317073170731707,16.317073170731707,0,1
2023-05-18,P0005,131,60.88,7975.28,S005,3931,05-02-2022,S005,58.20862745098039,34.34,282.0,211.0,325.0,152.57142857142858,213.2,57.07263542439305,68.91243819464692,25.76498127340824,25.76498127340824,0,1
2023-05-19,P0005,131,60.88,7975.28,S005,1698,07-02-2022,S005,58.20862745098039,26.45,131.0,131.0,325.0,152.57142857142858,206.7333333333333,57.07263542439305,67.13903912562826,11.129213483146067,11.129213483146067,0,1
2023-05-20,P0005,131,60.88,7975.28,S005,4522,08-02-2022,S005,58.20862745098039,37.25,131.0,131.0,248.0,152.57142857142858,202.83333333333331,57.07263542439305,68.0512399914051,29.638576779026216,29.638576779026216,0,1
2023-05-21,P0005,131,60.88,7975.28,S005,3956,09-02-2022,S005,58.20862745098039,36.0,131.0,131.0,248.0,152.57142857142858,198.9333333333333,57.07263542439305,68.722798171391,25.92883895131086,25.92883895131086,0,1
2023-05-22,P0005,59,23.43,1382.37,S001,2015,10-02-2022,S001,58.20862745098039,37.37,131.0,131.0,248.0,142.28571428571428,192.63333333333333,67.1980016709679,72.62206529572185,14.161646586345382,14.161646586345382,0,1
2023-05-23,P0005,59,23.43,1382.37,S001,2214,09-02-2022,S001,58.20862745098039,30.64,59.0,131.0,248.0,132.0,186.33333333333331,74.34379597518533,75.78250791407686,16.772727272727273,16.772727272727273,0,1
2023-05-24,P0005,59,23.43,1382.37,S001,1884,08-02-2022,S001,58.20862745098039,30.69,59.0,282.0,248.0,100.14285714285714,180.03333333333333,38.48561883538912,78.29364854379216,18.81312410841655,18.81312410841655,0,1
2023-05-25,P0005,282,38.56,10873.92,S003,2400,02-02-2022,S003,58.20862745098039,23.55,59.0,131.0,248.0,121.71428571428572,181.16666666666663,79.31942655220988,79.54746287955834,19.718309859154928,19.718309859154928,0,1
2023-05-26,P0005,282,38.56,10873.92,S003,4134,01-02-2022,S003,58.20862745098039,28.26,282.0,131.0,248.0,143.28571428571428,182.3,100.08115754345606,80.76536898687583,28.851445663010967,28.851445663010967,0,1
2023-05-27,P0005,282,38.56,10873.92,S003,4547,31-01-2022,S003,58.20862745098039,27.8,282.0,131.0,248.0,164.85714285714286,183.4333333333333,112.49507925746272,81.94896786008553,27.581455805892546,27.581455805892546,0,1
2023-05-28,P0005,271,73.61,19948.31,S003,3703,09-02-2022,S003,58.20862745098039,26.89,282.0,131.0,248.0,184.8571428571429,184.2,117.79279628713638,82.67818792535724,20.03168469860896,20.03168469860896,0,1
2023-05-29,P0005,271,73.61,19948.31,S003,2676,08-02-2022,S003,58.20862745098039,25.88,271.0,59.0,248.0,215.14285714285717,184.96666666666667,106.77925605570331,83.39374132363903,12.438247011952189,12.438247011952189,0,1
