Date,Product ID,Units Sold,Price,Revenue,Store ID,Stock Level,Restock_Date,Warehouse/Store ID,AvgPrice,Cost,day,month,year,day_of_week,day_name,is_weekend,season,is_holiday,holiday_name,week_of_year,quarter,day_of_year,is_month_start,is_month_end
,P0004,0,44.81,0.0,S001,4190,2022-02-10,S001,59.90313725490196,37.12,,,,,,0,,0,,,,,0,0
,P0004,165,99.12,16354.8,S003,2906,2022-02-05,S003,59.90313725490196,36.03,,,,,,0,,0,,,,,0,0
,P0004,165,99.12,16354.8,S003,4157,2022-02-06,S003,59.90313725490196,29.85,,,,,,0,,0,,,,,0,0
,P0004,165,99.12,16354.8,S003,4447,2022-02-07,S003,59.90313725490196,33.0,,,,,,0,,0,,,,,0,0
,P0004,62,58.46,3624.52,S002,4284,2022-02-09,S002,59.90313725490196,38.34,,,,,,0,,0,,,,,0,0
,P0004,40,45.22,1808.8,S004,3352,2022-02-05,S004,59.90313725490196,24.22,,,,,,0,,0,,,,,0,0
,P0004,62,58.46,3624.52,S002,3445,2022-02-08,S002,59.90313725490196,31.12,,,,,,0,,0,,,,,0,0
,P0004,62,58.46,3624.52,S002,2141,2022-02-06,S002,59.90313725490196,32.67,,,,,,0,,0,,,,,0,0
,P0004,62,58.46,3624.52,S002,3806,2022-02-05,S002,59.90313725490196,39.09,,,,,,0,,0,,,,,0,0
,P0004,62,58.46,3624.52,S002,2919,2022-02-04,S002,59.90313725490196,32.85,,,,,,0,,0,,,,,0,0
,P0004,165,99.12,16354.8,S003,2197,2022-02-08,S003,59.90313725490196,41.23,,,,,,0,,0,,,,,0,0
,P0004,165,99.12,16354.8,S003,4330,2022-02-09,S003,59.90313725490196,38.87,,,,,,0,,0,,,,,0,0
,P0004,11,58.13,639.43,S002,2141,2022-02-06,S002,59.90313725490196,32.67,,,,,,0,,0,,,,,0,0
,P0004,11,58.13,639.43,S002,2919,2022-02-04,S002,59.90313725490196,32.85,,,,,,0,,0,,,,,0,0
,P0004,11,58.13,639.43,S002,3191,2022-02-03,S002,59.90313725490196,28.99,,,,,,0,,0,,,,,0,0
,P0004,11,58.13,639.43,S002,3604,2022-02-02,S002,59.90313725490196,30.57,,,,,,0,,0,,,,,0,0
,P0004,11,58.13,639.43,S002,2076,2022-02-01,S002,59.90313725490196,25.94,,,,,,0,,0,,,,,0,0
,P0004,11,58.13,639.43,S002,3391,2022-01-31,S002,59.90313725490196,30.55,,,,,,0,,0,,,,,0,0
,P0004,54,82.36,4447.44,S003,4330,2022-02-09,S003,59.90313725490196,38.87,,,,,,0,,0,,,,,0,0
,P0004,11,58.13,639.43,S002,3806,2022-02-05,S002,59.90313725490196,39.09,,,,,,0,,0,,,,,0,0
,P0004,54,82.36,4447.44,S003,2197,2022-02-08,S003,59.90313725490196,41.23,,,,,,0,,0,,,,,0,0
,P0004,61,57.98,3536.78,S005,1396,2022-02-07,S005,59.90313725490196,30.17,,,,,,0,,0,,,,,0,0
,P0004,61,57.98,3536.78,S005,1924,2022-02-09,S005,59.90313725490196,25.31,,,,,,0,,0,,,,,0,0
,P0004,344,35.38,12170.72,S001,4190,2022-02-10,S001,59.90313725490196,37.12,,,,,,0,,0,,,,,0,0
,P0004,344,35.38,12170.72,S001,1504,2022-02-09,S001,59.90313725490196,34.44,,,,,,0,,0,,,,,0,0
,P0004,344,35.38,12170.72,S001,1143,2022-02-08,S001,59.90313725490196,34.86,,,,,,0,,0,,,,,0,0
,P0004,344,35.38,12170.72,S001,4498,2022-02-07,S001,59.90313725490196,26.38,,,,,,0,,0,,,,,0,0
,P0004,344,35.38,12170.72,S001,2081,2022-02-06,S001,59.90313725490196,25.56,,,,,,0,,0,,,,,0,0
,P0004,344,35.38,12170.72,S001,3733,2022-02-05,S001,59.90313725490196,38.59,,,,,,0,,0,,,,,0,0
,P0004,61,57.98,3536.78,S005,4197,2022-02-08,S005,59.90313725490196,25.83,,,,,,0,,0,,,,,0,0
,P0004,344,35.38,12170.72,S001,3200,2022-02-04,S001,59.90313725490196,38.81,,,,,,0,,0,,,,,0,0
,P0004,137,60.26,8255.62,S002,3774,2022-02-07,S002,59.90313725490196,37.28,,,,,,0,,0,,,,,0,0
,P0004,219,69.02,15115.38,S005,1775,2022-01-31,S005,59.90313725490196,25.1,,,,,,0,,0,,,,,0,0
,P0004,137,60.26,8255.62,S002,2141,2022-02-06,S002,59.90313725490196,32.67,,,,,,0,,0,,,,,0,0
,P0004,137,60.26,8255.62,S002,3806,2022-02-05,S002,59.90313725490196,39.09,,,,,,0,,0,,,,,0,0
,P0004,54,82.36,4447.44,S003,3047,2022-01-31,S003,59.90313725490196,40.3,,,,,,0,,0,,,,,0,0
,P0004,137,60.26,8255.62,S002,2919,2022-02-04,S002,59.90313725490196,32.85,,,,,,0,,0,,,,,0,0
,P0004,137,60.26,8255.62,S002,3604,2022-02-02,S002,59.90313725490196,30.57,,,,,,0,,0,,,,,0,0
,P0004,137,60.26,8255.62,S002,2076,2022-02-01,S002,59.90313725490196,25.94,,,,,,0,,0,,,,,0,0
,P0004,137,60.26,8255.62,S002,3391,2022-01-31,S002,59.90313725490196,30.55,,,,,,0,,0,,,,,0,0
,P0004,40,45.22,1808.8,S004,3888,2022-01-31,S004,59.90313725490196,30.37,,,,,,0,,0,,,,,0,0
,P0004,40,45.22,1808.8,S004,3977,2022-02-01,S004,59.90313725490196,33.59,,,,,,0,,0,,,,,0,0
,P0004,34,30.87,1049.58,S003,3047,2022-01-31,S003,59.90313725490196,40.3,,,,,,0,,0,,,,,0,0
,P0004,137,60.26,8255.62,S002,3191,2022-02-03,S002,59.90313725490196,28.99,,,,,,0,,0,,,,,0,0
,P0004,54,82.36,4447.44,S003,4447,2022-02-07,S003,59.90313725490196,33.0,,,,,,0,,0,,,,,0,0
,P0004,54,82.36,4447.44,S003,2495,2022-02-01,S003,59.90313725490196,29.37,,,,,,0,,0,,,,,0,0
,P0004,211,61.36,12946.96,S003,2197,2022-02-08,S003,59.90313725490196,41.23,,,,,,0,,0,,,,,0,0
,P0004,54,82.36,4447.44,S003,2906,2022-02-05,S003,59.90313725490196,36.03,,,,,,0,,0,,,,,0,0
,P0004,54,82.36,4447.44,S003,3485,2022-02-04,S003,59.90313725490196,30.62,,,,,,0,,0,,,,,0,0
,P0004,54,82.36,4447.44,S003,2734,2022-02-03,S003,59.90313725490196,31.76,,,,,,0,,0,,,,,0,0
,P0004,209,94.75,19802.75,S004,2312,2022-02-06,S004,59.90313725490196,28.22,,,,,,0,,0,,,,,0,0
,P0004,40,45.22,1808.8,S004,2998,2022-02-02,S004,59.90313725490196,33.28,,,,,,0,,0,,,,,0,0
,P0004,209,94.75,19802.75,S004,2680,2022-02-08,S004,59.90313725490196,31.88,,,,,,0,,0,,,,,0,0
,P0004,88,68.71,6046.48,S002,2141,2022-02-06,S002,59.90313725490196,32.67,,,,,,0,,0,,,,,0,0
,P0004,62,58.46,3624.52,S002,3391,2022-01-31,S002,59.90313725490196,30.55,,,,,,0,,0,,,,,0,0
,P0004,62,58.46,3624.52,S002,2076,2022-02-01,S002,59.90313725490196,25.94,,,,,,0,,0,,,,,0,0
,P0004,62,58.46,3624.52,S002,3604,2022-02-02,S002,59.90313725490196,30.57,,,,,,0,,0,,,,,0,0
,P0004,209,94.75,19802.75,S004,3710,2022-02-07,S004,59.90313725490196,37.33,,,,,,0,,0,,,,,0,0
,P0004,250,29.64,7410.0,S003,2495,2022-02-01,S003,59.90313725490196,29.37,,,,,,0,,0,,,,,0,0
,P0004,250,29.64,7410.0,S003,2408,2022-02-02,S003,59.90313725490196,30.61,,,,,,0,,0,,,,,0,0
,P0004,250,29.64,7410.0,S003,2734,2022-02-03,S003,59.90313725490196,31.76,,,,,,0,,0,,,,,0,0
,P0004,250,29.64,7410.0,S003,3485,2022-02-04,S003,59.90313725490196,30.62,,,,,,0,,0,,,,,0,0
,P0004,250,29.64,7410.0,S003,2906,2022-02-05,S003,59.90313725490196,36.03,,,,,,0,,0,,,,,0,0
,P0004,250,29.64,7410.0,S003,4157,2022-02-06,S003,59.90313725490196,29.85,,,,,,0,,0,,,,,0,0
,P0004,250,29.64,7410.0,S003,4447,2022-02-07,S003,59.90313725490196,33.0,,,,,,0,,0,,,,,0,0
,P0004,250,29.64,7410.0,S003,2197,2022-02-08,S003,59.90313725490196,41.23,,,,,,0,,0,,,,,0,0
,P0004,173,51.07,8835.11,S004,3393,2022-02-03,S004,59.90313725490196,33.77,,,,,,0,,0,,,,,0,0
,P0004,173,51.07,8835.11,S004,4120,2022-02-04,S004,59.90313725490196,34.44,,,,,,0,,0,,,,,0,0
,P0004,173,51.07,8835.11,S004,3352,2022-02-05,S004,59.90313725490196,24.22,,,,,,0,,0,,,,,0,0
,P0004,173,51.07,8835.11,S004,2312,2022-02-06,S004,59.90313725490196,28.22,,,,,,0,,0,,,,,0,0
,P0004,88,68.71,6046.48,S002,3774,2022-02-07,S002,59.90313725490196,37.28,,,,,,0,,0,,,,,0,0
,P0004,88,68.71,6046.48,S002,3445,2022-02-08,S002,59.90313725490196,31.12,,,,,,0,,0,,,,,0,0
,P0004,88,68.71,6046.48,S002,4284,2022-02-09,S002,59.90313725490196,38.34,,,,,,0,,0,,,,,0,0
,P0004,40,45.22,1808.8,S004,2680,2022-02-08,S004,59.90313725490196,31.88,,,,,,0,,0,,,,,0,0
,P0004,186,76.32,14195.52,S003,3047,2022-01-31,S003,59.90313725490196,40.3,,,,,,0,,0,,,,,0,0
,P0004,186,76.32,14195.52,S003,2495,2022-02-01,S003,59.90313725490196,29.37,,,,,,0,,0,,,,,0,0
,P0004,186,76.32,14195.52,S003,2408,2022-02-02,S003,59.90313725490196,30.61,,,,,,0,,0,,,,,0,0
,P0004,186,76.32,14195.52,S003,2734,2022-02-03,S003,59.90313725490196,31.76,,,,,,0,,0,,,,,0,0
,P0004,186,76.32,14195.52,S003,3485,2022-02-04,S003,59.90313725490196,30.62,,,,,,0,,0,,,,,0,0
,P0004,186,76.32,14195.52,S003,2906,2022-02-05,S003,59.90313725490196,36.03,,,,,,0,,0,,,,,0,0
,P0004,72,21.72,1563.84,S005,1924,2022-02-09,S005,59.90313725490196,25.31,,,,,,0,,0,,,,,0,0
,P0004,72,21.72,1563.84,S005,4197,2022-02-08,S005,59.90313725490196,25.83,,,,,,0,,0,,,,,0,0
,P0004,72,21.72,1563.84,S005,1396,2022-02-07,S005,59.90313725490196,30.17,,,,,,0,,0,,,,,0,0
,P0004,72,21.72,1563.84,S005,2348,2022-02-06,S005,59.90313725490196,35.98,,,,,,0,,0,,,,,0,0
,P0004,72,21.72,1563.84,S005,1991,2022-02-05,S005,59.90313725490196,29.87,,,,,,0,,0,,,,,0,0
,P0004,305,41.72,12724.6,S001,1504,2022-02-09,S001,59.90313725490196,34.44,,,,,,0,,0,,,,,0,0
,P0004,305,41.72,12724.6,S001,4190,2022-02-10,S001,59.90313725490196,37.12,,,,,,0,,0,,,,,0,0
,P0004,186,76.32,14195.52,S003,4157,2022-02-06,S003,59.90313725490196,29.85,,,,,,0,,0,,,,,0,0
,P0004,186,76.32,14195.52,S003,4447,2022-02-07,S003,59.90313725490196,33.0,,,,,,0,,0,,,,,0,0
,P0004,186,76.32,14195.52,S003,2197,2022-02-08,S003,59.90313725490196,41.23,,,,,,0,,0,,,,,0,0
,P0004,186,76.32,14195.52,S003,4330,2022-02-09,S003,59.90313725490196,38.87,,,,,,0,,0,,,,,0,0
,P0004,40,45.22,1808.8,S004,3745,2022-02-09,S004,59.90313725490196,30.96,,,,,,0,,0,,,,,0,0
,P0004,72,21.72,1563.84,S005,4289,2022-02-01,S005,59.90313725490196,39.73,,,,,,0,,0,,,,,0,0
,P0004,173,51.07,8835.11,S004,2680,2022-02-08,S004,59.90313725490196,31.88,,,,,,0,,0,,,,,0,0
,P0004,250,29.64,7410.0,S003,3047,2022-01-31,S003,59.90313725490196,40.3,,,,,,0,,0,,,,,0,0
,P0004,5,64.74,323.7,S001,4190,2022-02-10,S001,59.90313725490196,37.12,,,,,,0,,0,,,,,0,0
,P0004,88,68.71,6046.48,S002,3191,2022-02-03,S002,59.90313725490196,28.99,,,,,,0,,0,,,,,0,0
,P0004,88,68.71,6046.48,S002,2919,2022-02-04,S002,59.90313725490196,32.85,,,,,,0,,0,,,,,0,0
,P0004,5,64.74,323.7,S001,2294,2022-01-31,S001,59.90313725490196,34.72,,,,,,0,,0,,,,,0,0
,P0004,5,64.74,323.7,S001,1161,2022-02-01,S001,59.90313725490196,33.1,,,,,,0,,0,,,,,0,0
,P0004,5,64.74,323.7,S001,1095,2022-02-02,S001,59.90313725490196,40.11,,,,,,0,,0,,,,,0,0
,P0004,351,59.76,20975.76,S005,1924,2022-02-09,S005,59.90313725490196,25.31,,,,,,0,,0,,,,,0,0
,P0004,351,59.76,20975.76,S005,4197,2022-02-08,S005,59.90313725490196,25.83,,,,,,0,,0,,,,,0,0
,P0004,5,64.74,323.7,S001,1143,2022-02-08,S001,59.90313725490196,34.86,,,,,,0,,0,,,,,0,0
,P0004,88,68.71,6046.48,S002,3604,2022-02-02,S002,59.90313725490196,30.57,,,,,,0,,0,,,,,0,0
,P0004,88,68.71,6046.48,S002,3806,2022-02-05,S002,59.90313725490196,39.09,,,,,,0,,0,,,,,0,0
,P0004,88,68.71,6046.48,S002,3391,2022-01-31,S002,59.90313725490196,30.55,,,,,,0,,0,,,,,0,0
,P0004,117,52.5,6142.5,S004,3745,2022-02-09,S004,59.90313725490196,30.96,,,,,,0,,0,,,,,0,0
,P0004,117,52.5,6142.5,S004,2680,2022-02-08,S004,59.90313725490196,31.88,,,,,,0,,0,,,,,0,0
,P0004,117,52.5,6142.5,S004,3710,2022-02-07,S004,59.90313725490196,37.33,,,,,,0,,0,,,,,0,0
,P0004,117,52.5,6142.5,S004,2312,2022-02-06,S004,59.90313725490196,28.22,,,,,,0,,0,,,,,0,0
,P0004,117,52.5,6142.5,S004,3352,2022-02-05,S004,59.90313725490196,24.22,,,,,,0,,0,,,,,0,0
,P0004,117,52.5,6142.5,S004,4120,2022-02-04,S004,59.90313725490196,34.44,,,,,,0,,0,,,,,0,0
,P0004,117,52.5,6142.5,S004,3393,2022-02-03,S004,59.90313725490196,33.77,,,,,,0,,0,,,,,0,0
,P0004,88,68.71,6046.48,S002,2076,2022-02-01,S002,59.90313725490196,25.94,,,,,,0,,0,,,,,0,0
,P0004,117,52.5,6142.5,S004,3977,2022-02-01,S004,59.90313725490196,33.59,,,,,,0,,0,,,,,0,0
,P0004,117,52.5,6142.5,S004,3888,2022-01-31,S004,59.90313725490196,30.37,,,,,,0,,0,,,,,0,0
,P0004,351,59.76,20975.76,S005,1775,2022-01-31,S005,59.90313725490196,25.1,,,,,,0,,0,,,,,0,0
,P0004,209,94.75,19802.75,S004,3745,2022-02-09,S004,59.90313725490196,30.96,,,,,,0,,0,,,,,0,0
,P0004,351,59.76,20975.76,S005,4289,2022-02-01,S005,59.90313725490196,39.73,,,,,,0,,0,,,,,0,0
,P0004,117,52.5,6142.5,S004,2998,2022-02-02,S004,59.90313725490196,33.28,,,,,,0,,0,,,,,0,0
,P0004,40,45.22,1808.8,S004,2312,2022-02-06,S004,59.90313725490196,28.22,,,,,,0,,0,,,,,0,0
2022-01-01,P0005,112,31.47,3524.64,S005,4522,2022-02-08,S005,58.20862745098039,37.25,1,1,2022,5,Saturday,1,winter,1,New Year,52,1,1,1,0
2022-01-02,P0005,76,17.93,1362.68,S002,2415,2022-02-04,S002,58.20862745098039,24.29,2,1,2022,6,Sunday,1,winter,0,,52,1,2,0,0
2022-01-03,P0005,120,37.57,4508.4,S001,2923,2022-02-02,S001,58.20862745098039,33.87,3,1,2022,0,Monday,0,winter,0,,1,1,3,0,0
2022-01-04,P0005,14,73.64,1030.96,S001,2214,2022-02-09,S001,58.20862745098039,30.64,4,1,2022,1,Tuesday,0,winter,0,,1,1,4,0,0
2022-01-05,P0005,15,24.63,369.45,S004,4583,2022-02-04,S004,58.20862745098039,40.09,5,1,2022,2,Wednesday,0,winter,0,,1,1,5,0,0
2022-01-06,P0005,14,52.41,733.74,S005,3956,2022-02-09,S005,58.20862745098039,36.0,6,1,2022,3,Thursday,0,winter,0,,1,1,6,0,0
2022-01-07,P0005,147,65.77,9668.19,S003,4134,2022-02-01,S003,58.20862745098039,28.26,7,1,2022,4,Friday,0,winter,0,,1,1,7,0,0
2022-01-08,P0005,92,29.63,2725.96,S001,2439,2022-02-03,S001,58.20862745098039,35.96,8,1,2022,5,Saturday,1,winter,0,,1,1,8,0,0
2022-01-09,P0005,69,99.12,6839.28,S004,2715,2022-02-05,S004,58.20862745098039,29.41,9,1,2022,6,Sunday,1,winter,0,,1,1,9,0,0
2022-01-10,P0005,156,83.29,12993.24,S002,1608,2022-02-03,S002,58.20862745098039,39.96,10,1,2022,0,Monday,0,winter,0,,2,1,10,0,0
2022-01-11,P0005,59,23.43,1382.37,S001,2884,2022-02-04,S001,58.20862745098039,28.87,11,1,2022,1,Tuesday,0,winter,0,,2,1,11,0,0
2022-01-12,P0005,4,60.22,240.88,S003,4134,2022-02-01,S003,58.20862745098039,28.26,12,1,2022,2,Wednesday,0,winter,0,,2,1,12,0,0
2022-02-01,P0005,112,31.47,3524.64,S005,3956,2022-02-09,S005,58.20862745098039,36.0,1,2,2022,1,Tuesday,0,winter,0,,5,1,32,1,0
2022-02-02,P0005,76,17.93,1362.68,S002,1537,2022-02-05,S002,58.20862745098039,37.92,2,2,2022,2,Wednesday,0,winter,0,,5,1,33,0,0
2022-02-03,P0005,120,37.57,4508.4,S001,2439,2022-02-03,S001,58.20862745098039,35.96,3,2,2022,3,Thursday,0,winter,0,,5,1,34,0,0
2022-02-04,P0005,14,73.64,1030.96,S001,1884,2022-02-08,S001,58.20862745098039,30.69,4,2,2022,4,Friday,0,winter,0,,5,1,35,0,0
2022-02-05,P0005,77,49.52,3813.04,S003,4547,2022-01-31,S003,58.20862745098039,27.8,5,2,2022,5,Saturday,1,winter,0,,5,1,36,0,0
2022-02-06,P0005,14,52.41,733.74,S005,1698,2022-02-07,S005,58.20862745098039,26.45,6,2,2022,6,Sunday,1,winter,0,,5,1,37,0,0
2022-02-07,P0005,192,46.13,8856.96,S001,2923,2022-02-02,S001,58.20862745098039,33.87,7,2,2022,0,Monday,0,winter,0,,6,1,38,0,0
2022-02-08,P0005,92,29.63,2725.96,S001,2923,2022-02-02,S001,58.20862745098039,33.87,8,2,2022,1,Tuesday,0,winter,0,,6,1,39,0,0
2022-02-09,P0005,69,99.12,6839.28,S004,4583,2022-02-04,S004,58.20862745098039,40.09,9,2,2022,2,Wednesday,0,winter,0,,6,1,40,0,0
2022-02-10,P0005,156,83.29,12993.24,S002,2597,2022-02-02,S002,58.20862745098039,27.91,10,2,2022,3,Thursday,0,winter,0,,6,1,41,0,0
2022-02-11,P0005,156,83.29,12993.24,S002,1202,2022-02-09,S002,58.20862745098039,30.71,11,2,2022,4,Friday,0,winter,0,,6,1,42,0,0
2022-02-12,P0005,4,60.22,240.88,S003,2400,2022-02-02,S003,58.20862745098039,23.55,12,2,2022,5,Saturday,1,winter,0,,6,1,43,0,0
2022-03-01,P0005,298,82.07,24456.86,S003,2843,2022-02-03,S003,58.20862745098039,30.24,1,3,2022,1,Tuesday,0,summer,0,,9,1,60,1,0
2022-03-02,P0005,76,17.93,1362.68,S002,1559,2022-02-06,S002,58.20862745098039,34.08,2,3,2022,2,Wednesday,0,summer,0,,9,1,61,0,0
2022-03-03,P0005,120,37.57,4508.4,S001,2884,2022-02-04,S001,58.20862745098039,28.87,3,3,2022,3,Thursday,0,summer,0,,9,1,62,0,0
2022-03-04,P0005,14,73.64,1030.96,S001,2636,2022-02-07,S001,58.20862745098039,24.39,4,3,2022,4,Friday,0,summer,0,,9,1,63,0,0
2022-03-05,P0005,220,79.42,17472.4,S004,4104,2022-02-01,S004,58.20862745098039,24.86,5,3,2022,5,Saturday,1,summer,0,,9,1,64,0,0
2022-03-06,P0005,14,52.41,733.74,S005,1515,2022-02-06,S005,58.20862745098039,39.51,6,3,2022,6,Sunday,1,summer,0,,9,1,65,0,0
2022-03-07,P0005,147,65.77,9668.19,S003,4547,2022-01-31,S003,58.20862745098039,27.8,7,3,2022,0,Monday,0,summer,0,,10,1,66,0,0
2022-03-08,P0005,92,29.63,2725.96,S001,1201,2022-02-01,S001,58.20862745098039,39.13,8,3,2022,1,Tuesday,0,summer,0,,10,1,67,0,0
2022-03-09,P0005,243,83.39,20263.77,S003,4491,2022-02-07,S003,58.20862745098039,27.34,9,3,2022,2,Wednesday,0,summer,0,,10,1,68,0,0
2022-03-10,P0005,101,90.11,9101.11,S005,1403,2022-02-03,S005,58.20862745098039,36.12,10,3,2022,3,Thursday,0,summer,0,,10,1,69,0,0
2022-03-11,P0005,21,92.86,1950.06,S005,3999,2022-02-02,S005,58.20862745098039,33.38,11,3,2022,4,Friday,0,summer,0,,10,1,70,0,0
2022-03-12,P0005,4,60.22,240.88,S003,2843,2022-02-03,S003,58.20862745098039,30.24,12,3,2022,5,Saturday,1,summer,0,,10,1,71,0,0
2022-04-01,P0005,298,82.07,24456.86,S003,2799,2022-02-04,S003,58.20862745098039,37.48,1,4,2022,4,Friday,0,summer,0,,13,2,91,1,0
2022-04-02,P0005,76,17.93,1362.68,S002,3896,2022-02-07,S002,58.20862745098039,33.32,2,4,2022,5,Saturday,1,summer,0,,13,2,92,0,0
2022-04-03,P0005,120,37.57,4508.4,S001,4863,2022-02-05,S001,58.20862745098039,35.24,3,4,2022,6,Sunday,1,summer,0,,13,2,93,0,0
2022-04-04,P0005,14,73.64,1030.96,S001,2974,2022-02-06,S001,58.20862745098039,25.39,4,4,2022,0,Monday,0,summer,0,,14,2,94,0,0
2022-04-05,P0005,220,79.42,17472.4,S004,4898,2022-02-02,S004,58.20862745098039,38.6,5,4,2022,1,Tuesday,0,summer,0,,14,2,95,0,0
2022-04-06,P0005,14,52.41,733.74,S005,3931,2022-02-05,S005,58.20862745098039,34.34,6,4,2022,2,Wednesday,0,summer,0,,14,2,96,0,0
2022-04-07,P0005,79,49.08,3877.32,S005,1502,2022-02-01,S005,58.20862745098039,27.79,7,4,2022,3,Thursday,0,summer,0,,14,2,97,0,0
2022-04-08,P0005,92,29.63,2725.96,S001,2130,2022-01-31,S001,58.20862745098039,26.01,8,4,2022,4,Friday,0,summer,0,,14,2,98,0,0
2022-04-09,P0005,325,97.95,31833.75,S003,2799,2022-02-04,S003,58.20862745098039,37.48,9,4,2022,5,Saturday,1,summer,0,,14,2,99,0,0
2022-04-10,P0005,156,83.29,12993.24,S002,1791,2022-02-01,S002,58.20862745098039,27.26,10,4,2022,6,Sunday,1,summer,0,,14,2,100,0,0
2022-04-11,P0005,21,92.86,1950.06,S005,1699,2022-02-04,S005,58.20862745098039,33.49,11,4,2022,0,Monday,0,summer,0,,15,2,101,0,0
2022-04-12,P0005,4,60.22,240.88,S003,2799,2022-02-04,S003,58.20862745098039,37.48,12,4,2022,1,Tuesday,0,summer,0,,15,2,102,0,0
2022-05-01,P0005,298,82.07,24456.86,S003,3518,2022-02-05,S003,58.20862745098039,34.08,1,5,2022,6,Sunday,1,summer,0,,17,2,121,1,0
2022-05-02,P0005,76,17.93,1362.68,S002,4294,2022-02-08,S002,58.20862745098039,32.67,2,5,2022,0,Monday,0,summer,1,Eid,18,2,122,0,0
2022-05-03,P0005,120,37.57,4508.4,S001,2974,2022-02-06,S001,58.20862745098039,25.39,3,5,2022,1,Tuesday,0,summer,0,,18,2,123,0,0
2022-05-04,P0005,77,49.52,3813.04,S003,3703,2022-02-09,S003,58.20862745098039,26.89,4,5,2022,2,Wednesday,0,summer,0,,18,2,124,0,0
2022-05-05,P0005,220,79.42,17472.4,S004,1623,2022-02-03,S004,58.20862745098039,39.72,5,5,2022,3,Thursday,0,summer,0,,18,2,125,0,0
2022-05-06,P0005,14,52.41,733.74,S005,1699,2022-02-04,S005,58.20862745098039,33.49,6,5,2022,4,Friday,0,summer,0,,18,2,126,0,0
2022-05-07,P0005,390,25.67,10011.3,S002,1791,2022-02-01,S002,58.20862745098039,27.26,7,5,2022,5,Saturday,1,summer,0,,18,2,127,0,0
2022-05-08,P0005,209,87.11,18205.99,S002,2515,2022-01-31,S002,58.20862745098039,31.25,8,5,2022,6,Sunday,1,summer,0,,18,2,128,0,0
2022-05-09,P0005,217,20.73,4498.41,S001,2130,2022-01-31,S001,58.20862745098039,26.01,9,5,2022,0,Monday,0,summer,0,,19,2,129,0,0
2022-05-10,P0005,242,97.22,23527.24,S004,3214,2022-01-31,S004,58.20862745098039,28.19,10,5,2022,1,Tuesday,0,summer,0,,19,2,130,0,0
2022-05-11,P0005,165,95.54,15764.1,S001,1201,2022-02-01,S001,58.20862745098039,39.13,11,5,2022,2,Wednesday,0,summer,0,,19,2,131,0,0
2022-05-12,P0005,4,60.22,240.88,S003,3518,2022-02-05,S003,58.20862745098039,34.08,12,5,2022,3,Thursday,0,summer,0,,19,2,132,0,0
2022-06-01,P0005,298,82.07,24456.86,S003,3744,2022-02-06,S003,58.20862745098039,25.37,1,6,2022,2,Wednesday,0,monsoon,0,,22,2,152,1,0
2022-06-02,P0005,76,17.93,1362.68,S002,1202,2022-02-09,S002,58.20862745098039,30.71,2,6,2022,3,Thursday,0,monsoon,0,,22,2,153,0,0
2022-06-03,P0005,120,37.57,4508.4,S001,2636,2022-02-07,S001,58.20862745098039,24.39,3,6,2022,4,Friday,0,monsoon,0,,22,2,154,0,0
2022-06-04,P0005,15,24.63,369.45,S004,3214,2022-01-31,S004,58.20862745098039,28.19,4,6,2022,5,Saturday,1,monsoon,0,,22,2,155,0,0
2022-06-05,P0005,220,79.42,17472.4,S004,4583,2022-02-04,S004,58.20862745098039,40.09,5,6,2022,6,Sunday,1,monsoon,0,,22,2,156,0,0
2022-06-06,P0005,14,52.41,733.74,S005,1403,2022-02-03,S005,58.20862745098039,36.12,6,6,2022,0,Monday,0,monsoon,0,,23,2,157,0,0
2022-06-07,P0005,390,25.67,10011.3,S002,2597,2022-02-02,S002,58.20862745098039,27.91,7,6,2022,1,Tuesday,0,monsoon,0,,23,2,158,0,0
2022-06-08,P0005,209,87.11,18205.99,S002,1791,2022-02-01,S002,58.20862745098039,27.26,8,6,2022,2,Wednesday,0,monsoon,0,,23,2,159,0,0
2022-06-09,P0005,148,11.43,1691.64,S004,4104,2022-02-01,S004,58.20862745098039,24.86,9,6,2022,3,Thursday,0,monsoon,0,,23,2,160,0,0
2022-06-10,P0005,242,97.22,23527.24,S004,4104,2022-02-01,S004,58.20862745098039,24.86,10,6,2022,4,Friday,0,monsoon,0,,23,2,161,0,0
2022-06-11,P0005,165,95.54,15764.1,S001,2923,2022-02-02,S001,58.20862745098039,33.87,11,6,2022,5,Saturday,1,monsoon,0,,23,2,162,0,0
2022-06-12,P0005,4,60.22,240.88,S003,3744,2022-02-06,S003,58.20862745098039,25.37,12,6,2022,6,Sunday,1,monsoon,0,,23,2,163,0,0
2022-07-01,P0005,263,84.84,22312.92,S001,2884,2022-02-04,S001,58.20862745098039,28.87,1,7,2022,4,Friday,0,monsoon,0,,26,3,182,1,0
2022-07-02,P0005,32,69.65,2228.8,S001,2015,2022-02-10,S001,58.20862745098039,37.37,2,7,2022,5,Saturday,1,monsoon,0,,26,3,183,0,0
2022-07-03,P0005,120,37.57,4508.4,S001,1884,2022-02-08,S001,58.20862745098039,30.69,3,7,2022,6,Sunday,1,monsoon,0,,26,3,184,0,0
2022-07-04,P0005,66,60.35,3983.1,S005,1502,2022-02-01,S005,58.20862745098039,27.79,4,7,2022,0,Monday,0,monsoon,0,,27,3,185,0,0
