Date,Product ID,Units Sold,Price,Revenue,Store ID,Stock Level,Restock_Date,Warehouse/Store ID,AvgPrice,Cost,price_elasticity,elasticity_class
2022-01-15,P0007,120,24.06,2887.2,S003,4348,07-02-2022,S003,57.154705882352935,29.44,-0.0025812814087977647,Low Elasticity
2022-01-16,P0007,97,34.16,3313.52,S001,1373,10-02-2022,S001,57.154705882352935,34.73,-0.0025812814087977647,Low Elasticity
2022-01-17,P0007,97,34.16,3313.52,S001,4440,09-02-2022,S001,57.154705882352935,36.88,-0.0025812814087977647,Low Elasticity
2022-01-18,P0007,97,34.16,3313.52,S001,4170,08-02-2022,S001,57.154705882352935,38.88,-0.0025812814087977647,Low Elasticity
2022-01-19,P0007,97,34.16,3313.52,S001,4906,07-02-2022,S001,57.154705882352935,28.39,-0.0025812814087977647,Low Elasticity
2022-01-20,P0007,97,34.16,3313.52,S001,1740,06-02-2022,S001,57.154705882352935,26.4,-0.0025812814087977647,Low Elasticity
2022-01-21,P0007,97,34.16,3313.52,S001,4359,05-02-2022,S001,57.154705882352935,38.48,-0.0025812814087977647,Low Elasticity
2022-01-22,P0007,97,34.16,3313.52,S001,2919,04-02-2022,S001,57.154705882352935,29.54,-0.0025812814087977647,Low Elasticity
2022-01-23,P0007,120,24.06,2887.2,S003,3217,08-02-2022,S003,57.154705882352935,24.33,-0.0025812814087977647,Low Elasticity
2022-01-24,P0007,120,24.06,2887.2,S003,4018,09-02-2022,S003,57.154705882352935,25.21,-0.0025812814087977647,Low Elasticity
2022-01-25,P0007,246,87.6,21549.6,S004,1539,09-02-2022,S004,57.154705882352935,35.19,-0.0025812814087977647,Low Elasticity
2022-01-26,P0007,246,87.6,21549.6,S004,1216,08-02-2022,S004,57.154705882352935,25.52,-0.0025812814087977647,Low Elasticity
2022-01-27,P0007,246,87.6,21549.6,S004,1036,07-02-2022,S004,57.154705882352935,35.94,-0.0025812814087977647,Low Elasticity
2022-01-28,P0007,140,81.91,11467.4,S005,4152,31-01-2022,S005,57.154705882352935,35.37,-0.0025812814087977647,Low Elasticity
2022-01-29,P0007,239,59.25,14160.75,S004,1036,07-02-2022,S004,57.154705882352935,35.94,-0.0025812814087977647,Low Elasticity
2022-01-30,P0007,66,76.7,5062.2,S003,1975,31-01-2022,S003,57.154705882352935,28.21,-0.0025812814087977647,Low Elasticity
2022-01-31,P0007,246,87.6,21549.6,S004,1356,06-02-2022,S004,57.154705882352935,27.08,-0.0025812814087977647,Low Elasticity
2022-02-01,P0007,66,76.7,5062.2,S003,2522,01-02-2022,S003,57.154705882352935,33.31,-0.0025812814087977647,Low Elasticity
2022-02-02,P0007,66,76.7,5062.2,S003,3680,02-02-2022,S003,57.154705882352935,30.2,-0.0025812814087977647,Low Elasticity
2022-02-03,P0007,66,76.7,5062.2,S003,3976,03-02-2022,S003,57.154705882352935,33.75,-0.0025812814087977647,Low Elasticity
2022-02-04,P0007,66,76.7,5062.2,S003,3074,04-02-2022,S003,57.154705882352935,39.77,-0.0025812814087977647,Low Elasticity
2022-02-05,P0007,66,76.7,5062.2,S003,2115,05-02-2022,S003,57.154705882352935,24.81,-0.0025812814087977647,Low Elasticity
2022-02-06,P0007,66,76.7,5062.2,S003,2243,06-02-2022,S003,57.154705882352935,33.04,-0.0025812814087977647,Low Elasticity
2022-02-07,P0007,246,87.6,21549.6,S004,1837,05-02-2022,S004,57.154705882352935,29.59,-0.0025812814087977647,Low Elasticity
2022-02-08,P0007,246,87.6,21549.6,S004,4643,03-02-2022,S004,57.154705882352935,39.34,-0.0025812814087977647,Low Elasticity
2022-02-09,P0007,239,59.25,14160.75,S004,1356,06-02-2022,S004,57.154705882352935,27.08,-0.0025812814087977647,Low Elasticity
2022-02-10,P0007,172,13.51,2323.72,S001,1995,01-02-2022,S001,57.154705882352935,29.9,-0.0025812814087977647,Low Elasticity
2022-02-11,P0007,239,59.25,14160.75,S004,4243,04-02-2022,S004,57.154705882352935,27.76,-0.0025812814087977647,Low Elasticity
2022-02-12,P0007,56,17.1,957.6,S001,4906,07-02-2022,S001,57.154705882352935,28.39,-0.0025812814087977647,Low Elasticity
2022-02-13,P0007,56,17.1,957.6,S001,1740,06-02-2022,S001,57.154705882352935,26.4,-0.0025812814087977647,Low Elasticity
2022-02-14,P0007,76,54.73,4159.48,S003,4348,07-02-2022,S003,57.154705882352935,29.44,-0.0025812814087977647,Low Elasticity
2022-02-15,P0007,76,54.73,4159.48,S003,2243,06-02-2022,S003,57.154705882352935,33.04,-0.0025812814087977647,Low Elasticity
2022-02-16,P0007,76,54.73,4159.48,S003,2115,05-02-2022,S003,57.154705882352935,24.81,-0.0025812814087977647,Low Elasticity
2022-02-17,P0007,76,54.73,4159.48,S003,3074,04-02-2022,S003,57.154705882352935,39.77,-0.0025812814087977647,Low Elasticity
2022-02-18,P0007,76,54.73,4159.48,S003,3976,03-02-2022,S003,57.154705882352935,33.75,-0.0025812814087977647,Low Elasticity
2022-02-19,P0007,76,54.73,4159.48,S003,3680,02-02-2022,S003,57.154705882352935,30.2,-0.0025812814087977647,Low Elasticity
2022-02-20,P0007,76,54.73,4159.48,S003,2522,01-02-2022,S003,57.154705882352935,33.31,-0.0025812814087977647,Low Elasticity
2022-02-21,P0007,56,17.1,957.6,S001,4359,05-02-2022,S001,57.154705882352935,38.48,-0.0025812814087977647,Low Elasticity
2022-02-22,P0007,56,17.1,957.6,S001,2919,04-02-2022,S001,57.154705882352935,29.54,-0.0025812814087977647,Low Elasticity
2022-02-23,P0007,56,17.1,957.6,S001,1835,03-02-2022,S001,57.154705882352935,31.71,-0.0025812814087977647,Low Elasticity
2022-02-24,P0007,56,17.1,957.6,S001,3532,02-02-2022,S001,57.154705882352935,24.6,-0.0025812814087977647,Low Elasticity
2022-02-25,P0007,56,17.1,957.6,S001,4170,08-02-2022,S001,57.154705882352935,38.88,-0.0025812814087977647,Low Elasticity
2022-02-26,P0007,56,17.1,957.6,S001,1995,01-02-2022,S001,57.154705882352935,29.9,-0.0025812814087977647,Low Elasticity
2022-02-27,P0007,56,17.1,957.6,S001,4772,31-01-2022,S001,57.154705882352935,23.86,-0.0025812814087977647,Low Elasticity
2022-02-28,P0007,140,81.91,11467.4,S005,2139,04-02-2022,S005,57.154705882352935,23.64,-0.0025812814087977647,Low Elasticity
2022-03-01,P0007,76,54.73,4159.48,S003,1975,31-01-2022,S003,57.154705882352935,28.21,-0.0025812814087977647,Low Elasticity
2022-03-02,P0007,140,81.91,11467.4,S005,3101,03-02-2022,S005,57.154705882352935,27.7,-0.0025812814087977647,Low Elasticity
2022-03-03,P0007,140,81.91,11467.4,S005,1698,02-02-2022,S005,57.154705882352935,30.85,-0.0025812814087977647,Low Elasticity
2022-03-04,P0007,172,13.51,2323.72,S001,4440,09-02-2022,S001,57.154705882352935,36.88,-0.0025812814087977647,Low Elasticity
2022-03-05,P0007,172,13.51,2323.72,S001,4170,08-02-2022,S001,57.154705882352935,38.88,-0.0025812814087977647,Low Elasticity
2022-03-06,P0007,172,13.51,2323.72,S001,4906,07-02-2022,S001,57.154705882352935,28.39,-0.0025812814087977647,Low Elasticity
2022-03-07,P0007,172,13.51,2323.72,S001,1740,06-02-2022,S001,57.154705882352935,26.4,-0.0025812814087977647,Low Elasticity
2022-03-08,P0007,172,13.51,2323.72,S001,4359,05-02-2022,S001,57.154705882352935,38.48,-0.0025812814087977647,Low Elasticity
2022-03-09,P0007,172,13.51,2323.72,S001,2919,04-02-2022,S001,57.154705882352935,29.54,-0.0025812814087977647,Low Elasticity
2022-03-10,P0007,172,13.51,2323.72,S001,1835,03-02-2022,S001,57.154705882352935,31.71,-0.0025812814087977647,Low Elasticity
2022-03-11,P0007,172,13.51,2323.72,S001,4772,31-01-2022,S001,57.154705882352935,23.86,-0.0025812814087977647,Low Elasticity
2022-03-12,P0007,131,46.47,6087.57,S005,4618,09-02-2022,S005,57.154705882352935,34.67,-0.0025812814087977647,Low Elasticity
2022-03-13,P0007,56,17.1,957.6,S001,4440,09-02-2022,S001,57.154705882352935,36.88,-0.0025812814087977647,Low Elasticity
2022-03-14,P0007,56,17.1,957.6,S001,1373,10-02-2022,S001,57.154705882352935,34.73,-0.0025812814087977647,Low Elasticity
2022-03-15,P0007,140,81.91,11467.4,S005,1046,05-02-2022,S005,57.154705882352935,24.16,-0.0025812814087977647,Low Elasticity
2022-03-16,P0007,239,59.25,14160.75,S004,4643,03-02-2022,S004,57.154705882352935,39.34,-0.0025812814087977647,Low Elasticity
2022-03-17,P0007,239,59.25,14160.75,S004,4743,02-02-2022,S004,57.154705882352935,34.81,-0.0025812814087977647,Low Elasticity
2022-03-18,P0007,239,59.25,14160.75,S004,1502,01-02-2022,S004,57.154705882352935,28.36,-0.0025812814087977647,Low Elasticity
2022-03-19,P0007,239,59.25,14160.75,S004,3435,31-01-2022,S004,57.154705882352935,25.28,-0.0025812814087977647,Low Elasticity
2022-03-20,P0007,429,50.47,21651.63,S001,1373,10-02-2022,S001,57.154705882352935,34.73,-0.0025812814087977647,Low Elasticity
2022-03-21,P0007,429,50.47,21651.63,S001,4440,09-02-2022,S001,57.154705882352935,36.88,-0.0025812814087977647,Low Elasticity
2022-03-22,P0007,429,50.47,21651.63,S001,4170,08-02-2022,S001,57.154705882352935,38.88,-0.0025812814087977647,Low Elasticity
2022-03-23,P0007,429,50.47,21651.63,S001,4906,07-02-2022,S001,57.154705882352935,28.39,-0.0025812814087977647,Low Elasticity
2022-03-24,P0007,429,50.47,21651.63,S001,1740,06-02-2022,S001,57.154705882352935,26.4,-0.0025812814087977647,Low Elasticity
2022-03-25,P0007,429,50.47,21651.63,S001,4359,05-02-2022,S001,57.154705882352935,38.48,-0.0025812814087977647,Low Elasticity
2022-03-26,P0007,429,50.47,21651.63,S001,2919,04-02-2022,S001,57.154705882352935,29.54,-0.0025812814087977647,Low Elasticity
2022-03-27,P0007,429,50.47,21651.63,S001,1835,03-02-2022,S001,57.154705882352935,31.71,-0.0025812814087977647,Low Elasticity
2022-03-28,P0007,429,50.47,21651.63,S001,3532,02-02-2022,S001,57.154705882352935,24.6,-0.0025812814087977647,Low Elasticity
2022-03-29,P0007,172,13.51,2323.72,S001,3532,02-02-2022,S001,57.154705882352935,24.6,-0.0025812814087977647,Low Elasticity
2022-03-30,P0007,429,50.47,21651.63,S001,1995,01-02-2022,S001,57.154705882352935,29.9,-0.0025812814087977647,Low Elasticity
2022-03-31,P0007,429,50.47,21651.63,S001,4772,31-01-2022,S001,57.154705882352935,23.86,-0.0025812814087977647,Low Elasticity
2022-04-01,P0007,21,51.57,1082.97,S003,4348,07-02-2022,S003,57.154705882352935,29.44,-0.0025812814087977647,Low Elasticity
2022-04-02,P0007,21,51.57,1082.97,S003,3217,08-02-2022,S003,57.154705882352935,24.33,-0.0025812814087977647,Low Elasticity
2022-04-03,P0007,21,51.57,1082.97,S003,4018,09-02-2022,S003,57.154705882352935,25.21,-0.0025812814087977647,Low Elasticity
2022-04-04,P0007,97,34.16,3313.52,S001,1835,03-02-2022,S001,57.154705882352935,31.71,-0.0025812814087977647,Low Elasticity
2022-04-05,P0007,97,34.16,3313.52,S001,3532,02-02-2022,S001,57.154705882352935,24.6,-0.0025812814087977647,Low Elasticity
2022-04-06,P0007,97,34.16,3313.52,S001,1995,01-02-2022,S001,57.154705882352935,29.9,-0.0025812814087977647,Low Elasticity
2022-04-07,P0007,97,34.16,3313.52,S001,4772,31-01-2022,S001,57.154705882352935,23.86,-0.0025812814087977647,Low Elasticity
2022-04-08,P0007,76,54.73,4159.48,S003,4018,09-02-2022,S003,57.154705882352935,25.21,-0.0025812814087977647,Low Elasticity
2022-04-09,P0007,76,54.73,4159.48,S003,3217,08-02-2022,S003,57.154705882352935,24.33,-0.0025812814087977647,Low Elasticity
2022-04-10,P0007,140,81.91,11467.4,S005,4618,09-02-2022,S005,57.154705882352935,34.67,-0.0025812814087977647,Low Elasticity
2022-04-11,P0007,140,81.91,11467.4,S005,1652,08-02-2022,S005,57.154705882352935,34.05,-0.0025812814087977647,Low Elasticity
2022-04-12,P0007,140,81.91,11467.4,S005,3224,07-02-2022,S005,57.154705882352935,32.86,-0.0025812814087977647,Low Elasticity
2022-04-13,P0007,140,81.91,11467.4,S005,3839,06-02-2022,S005,57.154705882352935,32.66,-0.0025812814087977647,Low Elasticity
2022-04-14,P0007,239,59.25,14160.75,S004,1837,05-02-2022,S004,57.154705882352935,29.59,-0.0025812814087977647,Low Elasticity
2022-04-15,P0007,131,46.47,6087.57,S005,1652,08-02-2022,S005,57.154705882352935,34.05,-0.0025812814087977647,Low Elasticity
2022-04-16,P0007,384,40.06,15383.04,S005,4152,31-01-2022,S005,57.154705882352935,35.37,-0.0025812814087977647,Low Elasticity
2022-04-17,P0007,131,46.47,6087.57,S005,3839,06-02-2022,S005,57.154705882352935,32.66,-0.0025812814087977647,Low Elasticity
2022-04-18,P0007,83,43.98,3650.34,S004,4243,04-02-2022,S004,57.154705882352935,27.76,-0.0025812814087977647,Low Elasticity
2022-04-19,P0007,83,43.98,3650.34,S004,4643,03-02-2022,S004,57.154705882352935,39.34,-0.0025812814087977647,Low Elasticity
2022-04-20,P0007,83,43.98,3650.34,S004,4743,02-02-2022,S004,57.154705882352935,34.81,-0.0025812814087977647,Low Elasticity
2022-04-21,P0007,211,49.35,10412.85,S002,3853,31-01-2022,S002,57.154705882352935,26.29,-0.0025812814087977647,Low Elasticity
2022-04-22,P0007,211,49.35,10412.85,S002,3264,01-02-2022,S002,57.154705882352935,36.89,-0.0025812814087977647,Low Elasticity
2022-04-23,P0007,211,49.35,10412.85,S002,3693,02-02-2022,S002,57.154705882352935,39.55,-0.0025812814087977647,Low Elasticity
2022-04-24,P0007,211,49.35,10412.85,S002,2147,03-02-2022,S002,57.154705882352935,32.37,-0.0025812814087977647,Low Elasticity
2022-04-25,P0007,211,49.35,10412.85,S002,2218,04-02-2022,S002,57.154705882352935,30.43,-0.0025812814087977647,Low Elasticity
2022-04-26,P0007,83,43.98,3650.34,S004,1837,05-02-2022,S004,57.154705882352935,29.59,-0.0025812814087977647,Low Elasticity
2022-04-27,P0007,211,49.35,10412.85,S002,2841,05-02-2022,S002,57.154705882352935,29.97,-0.0025812814087977647,Low Elasticity
2022-04-28,P0007,211,49.35,10412.85,S002,1775,07-02-2022,S002,57.154705882352935,25.26,-0.0025812814087977647,Low Elasticity
2022-04-29,P0007,211,49.35,10412.85,S002,2156,08-02-2022,S002,57.154705882352935,28.8,-0.0025812814087977647,Low Elasticity
2022-04-30,P0007,211,49.35,10412.85,S002,2252,09-02-2022,S002,57.154705882352935,27.47,-0.0025812814087977647,Low Elasticity
2022-05-01,P0007,83,43.98,3650.34,S004,1502,01-02-2022,S004,57.154705882352935,28.36,-0.0025812814087977647,Low Elasticity
2022-05-02,P0007,83,43.98,3650.34,S004,3435,31-01-2022,S004,57.154705882352935,25.28,-0.0025812814087977647,Low Elasticity
2022-05-03,P0007,94,48.84,4590.96,S002,3853,31-01-2022,S002,57.154705882352935,26.29,-0.0025812814087977647,Low Elasticity
2022-05-04,P0007,94,48.84,4590.96,S002,3264,01-02-2022,S002,57.154705882352935,36.89,-0.0025812814087977647,Low Elasticity
2022-05-05,P0007,94,48.84,4590.96,S002,3693,02-02-2022,S002,57.154705882352935,39.55,-0.0025812814087977647,Low Elasticity
2022-05-06,P0007,211,49.35,10412.85,S002,1487,06-02-2022,S002,57.154705882352935,30.79,-0.0025812814087977647,Low Elasticity
2022-05-07,P0007,94,48.84,4590.96,S002,2147,03-02-2022,S002,57.154705882352935,32.37,-0.0025812814087977647,Low Elasticity
2022-05-08,P0007,83,43.98,3650.34,S004,1356,06-02-2022,S004,57.154705882352935,27.08,-0.0025812814087977647,Low Elasticity
2022-05-09,P0007,8,53.65,429.2,S001,1995,01-02-2022,S001,57.154705882352935,29.9,-0.0025812814087977647,Low Elasticity
2022-05-10,P0007,190,67.26,12779.4,S004,1837,05-02-2022,S004,57.154705882352935,29.59,-0.0025812814087977647,Low Elasticity
2022-05-11,P0007,190,67.26,12779.4,S004,4243,04-02-2022,S004,57.154705882352935,27.76,-0.0025812814087977647,Low Elasticity
2022-05-12,P0007,190,67.26,12779.4,S004,4643,03-02-2022,S004,57.154705882352935,39.34,-0.0025812814087977647,Low Elasticity
2022-05-13,P0007,190,67.26,12779.4,S004,4743,02-02-2022,S004,57.154705882352935,34.81,-0.0025812814087977647,Low Elasticity
2022-05-14,P0007,190,67.26,12779.4,S004,1502,01-02-2022,S004,57.154705882352935,28.36,-0.0025812814087977647,Low Elasticity
2022-05-15,P0007,190,67.26,12779.4,S004,3435,31-01-2022,S004,57.154705882352935,25.28,-0.0025812814087977647,Low Elasticity
2022-05-16,P0007,83,43.98,3650.34,S004,1539,09-02-2022,S004,57.154705882352935,35.19,-0.0025812814087977647,Low Elasticity
2022-05-17,P0007,83,43.98,3650.34,S004,1216,08-02-2022,S004,57.154705882352935,25.52,-0.0025812814087977647,Low Elasticity
2022-05-18,P0007,8,53.65,429.2,S001,4772,31-01-2022,S001,57.154705882352935,23.86,-0.0025812814087977647,Low Elasticity
2022-05-19,P0007,83,43.98,3650.34,S004,1036,07-02-2022,S004,57.154705882352935,35.94,-0.0025812814087977647,Low Elasticity
2022-05-20,P0007,8,53.65,429.2,S001,4440,09-02-2022,S001,57.154705882352935,36.88,-0.0025812814087977647,Low Elasticity
2022-05-21,P0007,8,53.65,429.2,S001,4170,08-02-2022,S001,57.154705882352935,38.88,-0.0025812814087977647,Low Elasticity
2022-05-22,P0007,8,53.65,429.2,S001,4906,07-02-2022,S001,57.154705882352935,28.39,-0.0025812814087977647,Low Elasticity
2022-05-23,P0007,8,53.65,429.2,S001,1740,06-02-2022,S001,57.154705882352935,26.4,-0.0025812814087977647,Low Elasticity
2022-05-24,P0007,8,53.65,429.2,S001,4359,05-02-2022,S001,57.154705882352935,38.48,-0.0025812814087977647,Low Elasticity
2022-05-25,P0007,8,53.65,429.2,S001,2919,04-02-2022,S001,57.154705882352935,29.54,-0.0025812814087977647,Low Elasticity
2022-05-26,P0007,8,53.65,429.2,S001,1835,03-02-2022,S001,57.154705882352935,31.71,-0.0025812814087977647,Low Elasticity
2022-05-27,P0007,8,53.65,429.2,S001,3532,02-02-2022,S001,57.154705882352935,24.6,-0.0025812814087977647,Low Elasticity
2022-05-28,P0007,8,53.65,429.2,S001,1373,10-02-2022,S001,57.154705882352935,34.73,-0.0025812814087977647,Low Elasticity
2022-05-29,P0007,94,48.84,4590.96,S002,2218,04-02-2022,S002,57.154705882352935,30.43,-0.0025812814087977647,Low Elasticity
2022-05-30,P0007,94,48.84,4590.96,S002,2841,05-02-2022,S002,57.154705882352935,29.97,-0.0025812814087977647,Low Elasticity
2022-05-31,P0007,94,48.84,4590.96,S002,1487,06-02-2022,S002,57.154705882352935,30.79,-0.0025812814087977647,Low Elasticity
2022-06-01,P0007,147,51.22,7529.34,S005,4618,09-02-2022,S005,57.154705882352935,34.67,-0.0025812814087977647,Low Elasticity
2022-06-02,P0007,177,40.45,7159.65,S003,3976,03-02-2022,S003,57.154705882352935,33.75,-0.0025812814087977647,Low Elasticity
2022-06-03,P0007,177,40.45,7159.65,S003,3074,04-02-2022,S003,57.154705882352935,39.77,-0.0025812814087977647,Low Elasticity
2022-06-04,P0007,34,86.99,2957.66,S003,4018,09-02-2022,S003,57.154705882352935,25.21,-0.0025812814087977647,Low Elasticity
2022-06-05,P0007,34,86.99,2957.66,S003,3217,08-02-2022,S003,57.154705882352935,24.33,-0.0025812814087977647,Low Elasticity
2022-06-06,P0007,34,86.99,2957.66,S003,4348,07-02-2022,S003,57.154705882352935,29.44,-0.0025812814087977647,Low Elasticity
2022-06-07,P0007,34,86.99,2957.66,S003,2243,06-02-2022,S003,57.154705882352935,33.04,-0.0025812814087977647,Low Elasticity
2022-06-08,P0007,34,86.99,2957.66,S003,2115,05-02-2022,S003,57.154705882352935,24.81,-0.0025812814087977647,Low Elasticity
2022-06-09,P0007,147,51.22,7529.34,S005,1652,08-02-2022,S005,57.154705882352935,34.05,-0.0025812814087977647,Low Elasticity
2022-06-10,P0007,34,86.99,2957.66,S003,3074,04-02-2022,S003,57.154705882352935,39.77,-0.0025812814087977647,Low Elasticity
2022-06-11,P0007,34,86.99,2957.66,S003,3680,02-02-2022,S003,57.154705882352935,30.2,-0.0025812814087977647,Low Elasticity
2022-06-12,P0007,34,86.99,2957.66,S003,2522,01-02-2022,S003,57.154705882352935,33.31,-0.0025812814087977647,Low Elasticity
2022-06-13,P0007,34,86.99,2957.66,S003,1975,31-01-2022,S003,57.154705882352935,28.21,-0.0025812814087977647,Low Elasticity
2022-06-14,P0007,177,40.45,7159.65,S003,2115,05-02-2022,S003,57.154705882352935,24.81,-0.0025812814087977647,Low Elasticity
2022-06-15,P0007,177,40.45,7159.65,S003,2243,06-02-2022,S003,57.154705882352935,33.04,-0.0025812814087977647,Low Elasticity
2022-06-16,P0007,177,40.45,7159.65,S003,4348,07-02-2022,S003,57.154705882352935,29.44,-0.0025812814087977647,Low Elasticity
2022-06-17,P0007,177,40.45,7159.65,S003,3217,08-02-2022,S003,57.154705882352935,24.33,-0.0025812814087977647,Low Elasticity
2022-06-18,P0007,177,40.45,7159.65,S003,4018,09-02-2022,S003,57.154705882352935,25.21,-0.0025812814087977647,Low Elasticity
2022-06-19,P0007,34,86.99,2957.66,S003,3976,03-02-2022,S003,57.154705882352935,33.75,-0.0025812814087977647,Low Elasticity
2022-06-20,P0007,147,51.22,7529.34,S005,3224,07-02-2022,S005,57.154705882352935,32.86,-0.0025812814087977647,Low Elasticity
2022-06-21,P0007,147,51.22,7529.34,S005,3839,06-02-2022,S005,57.154705882352935,32.66,-0.0025812814087977647,Low Elasticity
2022-06-22,P0007,147,51.22,7529.34,S005,1046,05-02-2022,S005,57.154705882352935,24.16,-0.0025812814087977647,Low Elasticity
2022-06-23,P0007,94,48.84,4590.96,S002,1775,07-02-2022,S002,57.154705882352935,25.26,-0.0025812814087977647,Low Elasticity
2022-06-24,P0007,94,48.84,4590.96,S002,2156,08-02-2022,S002,57.154705882352935,28.8,-0.0025812814087977647,Low Elasticity
2022-06-25,P0007,94,48.84,4590.96,S002,2252,09-02-2022,S002,57.154705882352935,27.47,-0.0025812814087977647,Low Elasticity
2022-06-26,P0007,265,60.54,16043.1,S002,3853,31-01-2022,S002,57.154705882352935,26.29,-0.0025812814087977647,Low Elasticity
2022-06-27,P0007,265,60.54,16043.1,S002,3264,01-02-2022,S002,57.154705882352935,36.89,-0.0025812814087977647,Low Elasticity
2022-06-28,P0007,265,60.54,16043.1,S002,3693,02-02-2022,S002,57.154705882352935,39.55,-0.0025812814087977647,Low Elasticity
2022-06-29,P0007,265,60.54,16043.1,S002,2147,03-02-2022,S002,57.154705882352935,32.37,-0.0025812814087977647,Low Elasticity
2022-06-30,P0007,265,60.54,16043.1,S002,2218,04-02-2022,S002,57.154705882352935,30.43,-0.0025812814087977647,Low Elasticity
2022-07-01,P0007,265,60.54,16043.1,S002,2841,05-02-2022,S002,57.154705882352935,29.97,-0.0025812814087977647,Low Elasticity
2022-07-02,P0007,265,60.54,16043.1,S002,1487,06-02-2022,S002,57.154705882352935,30.79,-0.0025812814087977647,Low Elasticity
2022-07-03,P0007,265,60.54,16043.1,S002,1775,07-02-2022,S002,57.154705882352935,25.26,-0.0025812814087977647,Low Elasticity
2022-07-04,P0007,177,40.45,7159.65,S003,1975,31-01-2022,S003,57.154705882352935,28.21,-0.0025812814087977647,Low Elasticity
2022-07-05,P0007,177,40.45,7159.65,S003,2522,01-02-2022,S003,57.154705882352935,33.31,-0.0025812814087977647,Low Elasticity
2022-07-06,P0007,177,40.45,7159.65,S003,3680,02-02-2022,S003,57.154705882352935,30.2,-0.0025812814087977647,Low Elasticity
2022-07-07,P0007,147,51.22,7529.34,S005,4152,31-01-2022,S005,57.154705882352935,35.37,-0.0025812814087977647,Low Elasticity
2022-07-08,P0007,147,51.22,7529.34,S005,1397,01-02-2022,S005,57.154705882352935,36.87,-0.0025812814087977647,Low Elasticity
2022-07-09,P0007,147,51.22,7529.34,S005,1698,02-02-2022,S005,57.154705882352935,30.85,-0.0025812814087977647,Low Elasticity
2022-07-10,P0007,147,51.22,7529.34,S005,3101,03-02-2022,S005,57.154705882352935,27.7,-0.0025812814087977647,Low Elasticity
2022-07-11,P0007,147,51.22,7529.34,S005,2139,04-02-2022,S005,57.154705882352935,23.64,-0.0025812814087977647,Low Elasticity
2022-07-12,P0007,190,67.26,12779.4,S004,1356,06-02-2022,S004,57.154705882352935,27.08,-0.0025812814087977647,Low Elasticity
2022-07-13,P0007,131,46.47,6087.57,S005,3224,07-02-2022,S005,57.154705882352935,32.86,-0.0025812814087977647,Low Elasticity
2022-07-14,P0007,190,67.26,12779.4,S004,1036,07-02-2022,S004,57.154705882352935,35.94,-0.0025812814087977647,Low Elasticity
2022-07-15,P0007,190,67.26,12779.4,S004,1539,09-02-2022,S004,57.154705882352935,35.19,-0.0025812814087977647,Low Elasticity
2022-07-16,P0007,120,24.06,2887.2,S003,1975,31-01-2022,S003,57.154705882352935,28.21,-0.0025812814087977647,Low Elasticity
2022-07-17,P0007,54,98.9,5340.6,S003,4018,09-02-2022,S003,57.154705882352935,25.21,-0.0025812814087977647,Low Elasticity
2022-07-18,P0007,54,98.9,5340.6,S003,3217,08-02-2022,S003,57.154705882352935,24.33,-0.0025812814087977647,Low Elasticity
2022-07-19,P0007,54,98.9,5340.6,S003,4348,07-02-2022,S003,57.154705882352935,29.44,-0.0025812814087977647,Low Elasticity
2022-07-20,P0007,54,98.9,5340.6,S003,2243,06-02-2022,S003,57.154705882352935,33.04,-0.0025812814087977647,Low Elasticity
2022-07-21,P0007,54,98.9,5340.6,S003,2115,05-02-2022,S003,57.154705882352935,24.81,-0.0025812814087977647,Low Elasticity
2022-07-22,P0007,54,98.9,5340.6,S003,3074,04-02-2022,S003,57.154705882352935,39.77,-0.0025812814087977647,Low Elasticity
2022-07-23,P0007,54,98.9,5340.6,S003,3976,03-02-2022,S003,57.154705882352935,33.75,-0.0025812814087977647,Low Elasticity
2022-07-24,P0007,120,24.06,2887.2,S003,2522,01-02-2022,S003,57.154705882352935,33.31,-0.0025812814087977647,Low Elasticity
2022-07-25,P0007,54,98.9,5340.6,S003,3680,02-02-2022,S003,57.154705882352935,30.2,-0.0025812814087977647,Low Elasticity
2022-07-26,P0007,54,98.9,5340.6,S003,1975,31-01-2022,S003,57.154705882352935,28.21,-0.0025812814087977647,Low Elasticity
2022-07-27,P0007,21,51.57,1082.97,S003,3976,03-02-2022,S003,57.154705882352935,33.75,-0.0025812814087977647,Low Elasticity
2022-07-28,P0007,384,40.06,15383.04,S005,1397,01-02-2022,S005,57.154705882352935,36.87,-0.0025812814087977647,Low Elasticity
2022-07-29,P0007,384,40.06,15383.04,S005,1698,02-02-2022,S005,57.154705882352935,30.85,-0.0025812814087977647,Low Elasticity
2022-07-30,P0007,384,40.06,15383.04,S005,3101,03-02-2022,S005,57.154705882352935,27.7,-0.0025812814087977647,Low Elasticity
2022-07-31,P0007,384,40.06,15383.04,S005,2139,04-02-2022,S005,57.154705882352935,23.64,-0.0025812814087977647,Low Elasticity
2022-08-01,P0007,384,40.06,15383.04,S005,1046,05-02-2022,S005,57.154705882352935,24.16,-0.0025812814087977647,Low Elasticity
2022-08-02,P0007,384,40.06,15383.04,S005,3839,06-02-2022,S005,57.154705882352935,32.66,-0.0025812814087977647,Low Elasticity
2022-08-03,P0007,54,98.9,5340.6,S003,2522,01-02-2022,S003,57.154705882352935,33.31,-0.0025812814087977647,Low Elasticity
2022-08-04,P0007,384,40.06,15383.04,S005,3224,07-02-2022,S005,57.154705882352935,32.86,-0.0025812814087977647,Low Elasticity
